name,method,ingredients,category
Greek meatball soup – Yuvarlakia,"In a blender add the onion, the garlic, and 2 tablespoons water. Beat very well.,Put the mixture in a tea towel and squeeze well so that the whole water is removed.,Transfer to a bowl and add the ground beef, the rice, the dill and the mint finely chopped, salt, pepper, olive oil, and mix very well.,Shape 18-20 meatballs and add them into a pot.,Add the water, the lemon peels, the bay leaves, the vegetable stock, and cover with the lid. Simmer over low heat for 30-40 minutes.,In a bowl add the yolks, the corn starch, the juice of 2 lemons, the dill, and whisk well.,Very slowly, add to the bowl 2-3 ladlefuls of the stock where the meatballs boiled, by whisking constantly.,Transfer to the ,pot ,and stir lightly for 30 seconds, or until it comes to a boil.,Serve with feta cheese, bread, olive oil, oregano, and pepper."," 1 onion , 1 clove(s) of garlic , 500 g ground beef, brisket , 150 g glutinous rice , 1/4 bunch dill , 1 tablespoon(s) mint , 15 g salt , pepper , 2-3 tablespoon(s) olive oil , 1 1/2 liter water , lemon peels, of 1 lemon , 2 bay leaves , 1 tablespoon(s) vegetable stock pot , 2 egg yolks, of medium eggs , 1 level teaspoon(s) corn starch , lemon juice, of 2 lemons , 1 tablespoon(s) dill , feta cheese , bread , olive oil , oregano , pepper ",Soups
Roasted asparagus in beurre blanc,"Preheat the oven to 180°C (350° F) set to fan.,Peel the lower half of each spear with a peeler, just before you reach the tip. ,Rinse the asparagus and snap off their tough ends with your hands. ,Add them into a ,baking pan, along with the olive oil, the salt, the parmesan, and roast them for 15 minutes.,In a ,saucepan, over medium heat add the wine, the vinegar, the onion, the thyme, the bay leaf, and boil for 5 minutes until there are 2-3 tablespoons of the mixture left. ,Add the heavy cream, the salt, the pepper, and boil for 1 more minute. ,Lower the heat to minimum and add the butter by 2-3 cubes each time, stirring constantly. ,Keep adding the remaining butter, a few cubes at a time, making sure that the previous batch hasn’t melted completely when adding the next.,You shouldn’t increase the temperature of the mixture a lot as the sauce will split. So, you should regularly remove the saucepan from the heat to keep it a little cool. ,The sauce should have the consistency of a Hollandaise sauce. ,Remove the mixture from the heat, check the seasoning, and pass the sauce through a sieve so that there will be no onion pieces left in it.,Pour the sauce over the asparagus and serve. "," 250 g asparagus , 50 g olive oil , salt , 3 tablespoon(s) parmesan cheese, grated , 40 g white wine , 40 g vinegar, white wine , 2 tablespoon(s) onion, finely chopped , 1 teaspoon(s) thyme, finely chopped , 1 bay leaf , 50 g heavy cream 35% , 1 pinch salt , 1 pinch pepper , 240 g butter, ice-cold, cut into 1 cm cubes ",Vegetables
Gazpacho,"Cut the tomatoes and the pepper into cubes, peel the cucumber, remove its seeds, and cut it into small pieces. Finely chop the onion, the garlic, and transfer them all into a ,bowl,.,Add the basil, the sugar, the olive oil, the vinegar, salt, and pepper.,Cut the bread into pieces and add them to the bowl.,Mix very well with your hands and squeeze all the vegetables until they release their juices.,Cover the bowl with plastic wrap and refrigerate for 4 hours until the vegetables release their aromas.,Remove the bowl from the refrigerator.,Beat the mixture with an immersion blender at low speed, until all the ingredients are homogenized.,Optionally, pour the vegetables into a strainer and press them with a serving spoon until you get all the juice.,Divide the gazpacho among glasses and serve with basil leaves and rusks."," 400 g tomatoes, ripe , 1 red bell pepper , 1 cucumber , 1 onion , 1 clove(s) of garlic , 1 tablespoon(s) basil , 1 tablespoon(s) granulated sugar , 2 tablespoon(s) olive oil , 2 tablespoon(s) vinegar, red wine , salt , pepper , 2 slices ,sandwich bread, , basil leaves , rusks ",Soups
Vegetable tempura ,"In a ,pot, add the sugar, the vinegar, the coriander, the chili flakes, salt, and transfer over high heat.,Let it come to a boil until the sugar melts.,At the same time, cut the zucchini and the carrot into 1 cm thin rounds and add them into a bowl.,Cut, the broccoli and the cauliflower into small florets and add them to the bowl with the other veggies.,Add the vegetables into the pot and let them come to a boil.,Transfer the whole mixture into a bowl and cover with plastic wrap. Make sure that the plastic wrap touches the vegetables so that they will remain submerged into the brine.,Refrigerate for 2-3 hours until chilled and marinated.,Drain the vegetables and add them into a baking pan along with the corn starch. Toss to coat.,Place a ,frying pan, with the sunflower oil over medium heat.,In a bowl add the corn starch, the flour, the vegetable bouillon powder, and mix.,Add the ice-cold club soda and whisk until there is a nice batter.,Dip the vegetables into the tempura batter and transfer to the hot oil.,Fry in batches for 1-2 minutes, until they are golden and crispy. Remove and place on paper towels.,In a bowl add the yogurt, the paprika, the curry, the lime juice, the vegetable bouillon powder, and mix.,Serve the vegetables with the yogurt sauce, the sweet and sour sauce, and coriander."," 400 g granulated sugar , 400 g vinegar, of white wine , 1 teaspoon(s) coriander, seeds , 1/2 teaspoon(s) chili flakes , salt , 1 zucchini , 1 carrot , 100 g broccoli , 100 g cauliflower , 100 g corn starch , 300 ml sunflower oil , 40 g corn starch , 140 g all-purpose flour , 1 level teaspoon(s) vegetable bouillon powder , 330 g club soda, chilled , 200 g strained yogurt , 1 teaspoon(s) paprika , 1 teaspoon(s) curry , lime juice, of 1/2 lime , 1 level teaspoon(s) vegetable bouillon powder ,   ,sweet chili sauce, , coriander ",Vegetables
Halloumi zucchini and cherry tomato skewers ,"Combine all of the ingredients for the marinade in a ,bowl, and refrigerate until needed.,Soak the wooden souvlaki skewers in water for 30 minutes. We can also use ,stainless steel skewers,.,Cut, the zucchini in half, lengthwise and then cut into half moon slices that are 1 ½ - 2 cm thick.,Cut the onion into 6 pieces and separate its layers.,Thread the zucchini, cheese, onions and cherry tomatoes on the skewers, alternating.,Brush with marinade and grill on a bbq."," 2 zucchinis, medium  , 1 onion, dry, large  , 250 g haloumi cheese, cut into 2 cm cubes , 16 cherry tomatoes , 1 tablespoon(s) olive oil , 2 tablespoon(s) lemon juice , 2 teaspoon(s) thyme , 1 teaspoon(s) mustard, dijon  ",Vegetables
Vegan Greek meatball soup – Yuvarlakia ,"Place a ,frying pan, over high heat and add the olive oil.,Finely ,chop, the onion, the garlic, and add them to the pan.,Finely chop the stems of the dill and add them to the pan. Add the thyme, salt, pepper, and sauté for 2-3 minutes. Set the rest of the dill aside.,In a food processor, add the mushrooms in batches and process until they are very finely chopped. Transfer to the pan and sauté for 15-20 minutes until they release their whole moisture and lose their volume.,Remove and let the mixture cool. At this point, the consistency should be thick like ground meat.,In a bowl add the mushroom paste, the lime zest, the rest of the dill finely chopped, the bread, the rice, salt, pepper, the flour, and mix very well with your hands.,Shape into small meatballs and add them into a ,pot, or a deep frying pan. Press the meatballs well to bind them and prevent them from falling apart during cooking.,Add the coconut milk, 2 bay leaves, salt, and pepper into the pot, and transfer over low heat. Cover with the lid and boil for 10 minutes.,In a bowl add the corn starch, the lime juice, and mix.,Add the mixture to the meatballs and stir for 1 minute until the sauce thickens. Ideally, shake the pot and do not mix with a ladle.,If you want your sauce to be thicker, then dilute 1 more teaspoon of corn starch into 30 g water, and add it to the pot.,Serve with chili flakes, dill, lime slices, and olive oil."," 1 onion , 1 clove(s) of garlic , 3-4 tablespoon(s) olive oil , 1/4 bunch dill , 1 tablespoon(s) thyme , salt , pepper , 500 g champignon mushrooms , lime zest, of 2 limes , 50 g breadcrumbs , 200 g parboiled rice, boiled , 1 heaping tablespoon(s) all-purpose flour , 800 g coconut milk , 2 bay leaves , 1 heaping teaspoon(s) corn starch , lime juice, of 2 limes , chili flakes , dill , lime(s), slices , olive oil ",Soups
Vegan cauliflower gyros,"Preheat the oven to 180,ο, C (350,ο, F) set to fan.,In a bowl add the sugar, the garlic, the paprika, the oregano, the olive oil, the mustard, salt, pepper, and mix well until there is a paste.,Line a ,baking pan, with a rack with aluminum foil, parchment paper, and put the cauliflower on top.,Spread the paste over the whole surface of the cauliflower and wrap it very well.,Bake it covered for 1 ½ hours. Uncover and bake for 30 more minutes.,Cut, the cabbage into thin strips add it to a bowl. Add the vinegar, the olive oil, salt, pepper and press the cabbage well with your hands in order to crush and marinate it.,Cut the onion into thin slices, finely chop the parsley, and set them aside.,Cut the tomato into thin slices and set aside.,Cut the cauliflower into small pieces and add it to a bowl.,Cut an Arabic pita bread in half and fill it with a little cabbage, cauliflower, onion, parsley, tomato, mustard, and wrap.,Follow the same process for all the pitas and serve."," 3 tablespoon(s) granulated sugar , 3 teaspoon(s) garlic , 3 teaspoon(s) cumin , 3 tablespoon(s) paprika, smoked , 3 teaspoon(s) oregano , 150 g olive oil , 80 g mustard, hot , salt , pepper , 900 g cauliflower , 200 g cabbage , 1-2 tablespoon(s) vinegar, from wite wine , 2 tablespoon(s) olive oil , salt , pepper , 1/2 onion , 2 tablespoon(s) parsley , 1 tomato , 50 g mustard, hot , salt , 5-6 pita breads ",Vegetables
Vegetable stir fry with spaghetti,"Cut the onion and the carrot into rounds, the cauliflower into florets, and finely chop the garlic.,Heat the olive oil in a ,wok, over medium heat. ,Sauté the vegetables for 3-4 minutes until they are slightly tender. ,Add pepper, the soy sauce, the boiled spaghetti, and mix well with a serving spoon.,Remove the wok from the heat and sprinkle with the sesame seeds.,Serve with finely chopped spring onion."," 1 onion , 1 carrot , 100 g cauliflower , 1 clove(s) of garlic , 2 tablespoon(s) olive oil , pepper , 100 g soy sauce , 200 g spaghetti, boiled , 1 teaspoon(s) sesame seeds , spring onion, finely chopped, to serve ",Vegetables
Harissa eggplant halves,"Preheat the oven to 200,ο, C (390,ο, F) set to fan.,Cut, the eggplants in half and score the flesh in a crisscross manner without tearing the skin.,Add the olive oil, salt, pepper, and transfer them to a ,baking pan, lined with parchment paper, flesh-side down.,Roast for 30-40 minutes.,Halve the peppers and then seed them.,In a blender add the peppers, the paprika, the garlic, the coriander, the cumin, the olive oil, and beat well until the ingredients are homogenized and there is a paste.,Spread the paste over the flesh of the eggplants and roast for 20 more minutes.,Place a ,frying pan, over medium heat and add the pine nuts. Toast them for 1-2 minutes.,Remove the eggplants from the oven and sprinkle with the feta cheese.,Serve with rocket leaves, the pine nuts, cherry tomatoes, the green part of the spring onion, and olive oil."," 500 g eggplants , 3 tablespoon(s) olive oil , salt , pepper , 2 chili peppers , 1 tablespoon(s) paprika , 2 clove(s) of garlic , 1 tablespoon(s) coriander , 1 tablespoon(s) cumin , 50 g olive oil , 1 tablespoon(s) pine nuts , 100 g feta cheese , rocket , cherry tomatoes , 1 spring onion , olive oil ",Vegetables
Vegetable ceviche,"In a bowl add the juice of the grapefruit, the orange, the lemon, and the lime. Add ¼ of the marinade into another bowl and set aside.,With a ,mandoline slicer, cut the fennel bulb into thin slices, add it to the first bowl, and mix.,Follow the same process for the zucchini, the artichoke, and add them into the bowl with the fennel bulb.,Cut the beetroot into thin slices and add it into the bowl with the ¼ of the marinade. Ideally, the beetroot should be placed in a separate bowl so that it does not color the rest of your vegetables.,Cover the bowls with plastic wrap and make sure it touches the surface of the vegetables so that they will stay immersed into the marinade. Refrigerate for up to 12 hours. The longer you refrigerate them, the better they will be cooked and softened.,Transfer the vegetables to a serving platter. Cut the avocado into cubes and add it to the platter with the veggies.,Add the rocket leaves, salt, pepper, the balsamic cream, and serve."," grapefruit juice, of 1 grapefruit , orange juice, of 1 orange , lemon juice, of 1 lemon , lime juice, of 1 lime , 1/2 fennel bulb , 1 zucchini , 1 artichoke , 1 beetroots , 1 avocado(s) , 50 g rocket , salt , pepper , 1 tablespoon(s) olive oil , 1-2 tablespoon(s) balsamic cream ",Vegetables
